Theta [deg.],Phi   [deg.],Abs(RCS )[dB(m^2)],Abs(Theta)[dB(m^2)],Phase(Theta)[deg.],Abs(Phi  )[dB(m^2)],Phase(Phi  )[deg.],Ax.Ratio[dB    ]
135,6,-1.26E+02,-1.26E+02,10.93,-1.58E+02,340.551,3.81E+01
138,6,-1.39E+02,-1.39E+02,197.516,-1.48E+02,108.656,8.42E+00
141,6,-1.33E+02,-1.33E+02,149.772,-1.51E+02,69.683,1.79E+01
144,6,-1.23E+02,-1.23E+02,28.734,-1.41E+02,13.778,2.98E+01
147,6,-1.21E+02,-1.21E+02,214.229,-1.37E+02,222.564,3.33E+01
150,6,-1.30E+02,-1.30E+02,229.068,-1.47E+02,189.218,2.14E+01
153,6,-1.23E+02,-1.23E+02,35.029,-1.43E+02,44.969,3.60E+01
156,6,-1.28E+02,-1.28E+02,193.057,-1.53E+02,113.115,2.54E+01
159,6,-1.20E+02,-1.20E+02,13.705,-1.39E+02,6.314,3.74E+01
162,6,-1.29E+02,-1.29E+02,58.961,-1.48E+02,30.067,2.48E+01
165,6,-1.21E+02,-1.21E+02,232.167,-1.41E+02,230.236,4.00E+01
168,6,-1.22E+02,-1.22E+02,44.301,-1.44E+02,37.802,4.00E+01
171,6,-1.19E+02,-1.19E+02,205.492,-1.39E+02,200.424,4.00E+01
174,6,-1.26E+02,-1.26E+02,220.07,-1.44E+02,222.08,4.00E+01
177,6,-1.25E+02,-1.25E+02,70.418,-1.44E+02,70.762,4.00E+01
180,6,-1.14E+02,-1.14E+02,207.39,-1.33E+02,207.385,4.00E+01
0,9,-7.46E+01,-7.48E+01,93.042,-9.08E+01,273.042,4.00E+01
3,9,-8.90E+01,-8.91E+01,283.132,-1.05E+02,102.992,4.00E+01
6,9,-9.47E+01,-9.48E+01,173.734,-1.11E+02,353.656,4.00E+01
9,9,-1.02E+02,-1.02E+02,131.562,-1.18E+02,311.828,4.00E+01
12,9,-9.79E+01,-9.80E+01,4.646,-1.14E+02,185.616,4.00E+01
15,9,-9.87E+01,-9.88E+01,198.293,-1.15E+02,19.494,4.00E+01
18,9,-1.01E+02,-1.01E+02,18.404,-1.18E+02,199.062,4.00E+01
21,9,-1.03E+02,-1.03E+02,188.153,-1.19E+02,7.097,4.00E+01
24,9,-1.03E+02,-1.03E+02,355.286,-1.19E+02,173.284,4.00E+01
27,9,-1.03E+02,-1.03E+02,164.215,-1.19E+02,342.921,4.00E+01
30,9,-1.04E+02,-1.04E+02,332.601,-1.19E+02,153.118,4.00E+01
33,9,-1.06E+02,-1.06E+02,137.153,-1.21E+02,320.422,4.00E+01
36,9,-1.09E+02,-1.09E+02,291.882,-1.24E+02,118.989,3.40E+01
39,9,-1.11E+02,-1.11E+02,71.911,-1.28E+02,258.278,3.60E+01
42,9,-1.12E+02,-1.12E+02,209.211,-1.28E+02,26.579,4.00E+01
45,9,-1.12E+02,-1.12E+02,353,-1.27E+02,169.257,3.91E+01
48,9,-1.12E+02,-1.13E+02,137.728,-1.27E+02,320.357,4.00E+01
51,9,-1.13E+02,-1.13E+02,284.334,-1.27E+02,114.607,2.93E+01
54,9,-1.15E+02,-1.15E+02,74.135,-1.29E+02,269.962,2.58E+01
57,9,-1.18E+02,-1.18E+02,223.858,-1.32E+02,65.34,2.32E+01
60,9,-1.22E+02,-1.23E+02,355.174,-1.38E+02,209.665,2.04E+01
63,9,-1.23E+02,-1.23E+02,107.211,-1.41E+02,299.61,3.21E+01
66,9,-1.21E+02,-1.21E+02,251.572,-1.36E+02,68.443,4.00E+01
69,9,-1.23E+02,-1.23E+02,49.519,-1.35E+02,225.138,3.46E+01
72,9,-1.28E+02,-1.29E+02,200.241,-1.35E+02,24.937,2.98E+01
75,9,-1.32E+02,-1.34E+02,303.796,-1.37E+02,179.885,6.42E+00
78,9,-1.31E+02,-1.32E+02,96.01,-1.38E+02,330.276,8.83E+00
81,9,-1.31E+02,-1.32E+02,298.543,-1.37E+02,128.35,2.30E+01
84,9,-1.29E+02,-1.30E+02,145.276,-1.37E+02,298.529,1.52E+01
87,9,-1.28E+02,-1.29E+02,318.857,-1.36E+02,112.04,1.51E+01
90,9,-1.29E+02,-1.30E+02,91.645,-1.35E+02,279.614,2.46E+01
93,9,-1.25E+02,-1.26E+02,221.188,-1.34E+02,79.197,1.29E+01
96,9,-1.22E+02,-1.23E+02,14.713,-1.31E+02,239.007,1.22E+01
99,9,-1.22E+02,-1.23E+02,167.618,-1.29E+02,45.568,8.10E+00
102,9,-1.24E+02,-1.25E+02,297.945,-1.29E+02,219.01,3.85E+00
105,9,-1.22E+02,-1.23E+02,65.933,-1.29E+02,37.947,1.47E+01
108,9,-1.21E+02,-1.21E+02,220.418,-1.33E+02,221.334,4.00E+01
111,9,-1.22E+02,-1.22E+02,19.115,-1.43E+02,40.368,2.99E+01
114,9,-1.25E+02,-1.26E+02,158.711,-1.41E+02,85.68,1.56E+01
117,9,-1.23E+02,-1.24E+02,278.103,-1.34E+02,271.239,2.93E+01
120,9,-1.21E+02,-1.21E+02,75.339,-1.33E+02,101.73,1.95E+01
123,9,-1.23E+02,-1.24E+02,235.81,-1.40E+02,299.434,1.76E+01
126,9,-1.31E+02,-1.31E+02,326.177,-1.40E+02,256.322,9.34E+00
129,9,-1.23E+02,-1.23E+02,75.735,-1.35E+02,79.95,3.52E+01
132,9,-1.23E+02,-1.23E+02,224.513,-1.41E+02,226.356,4.00E+01
135,9,-1.29E+02,-1.30E+02,1.904,-1.42E+02,317.684,1.61E+01
138,9,-1.41E+02,-1.41E+02,29.573,-1.56E+02,137.235,1.57E+01
141,9,-1.30E+02,-1.31E+02,182.343,-1.44E+02,139.096,1.70E+01
144,9,-1.23E+02,-1.24E+02,35.482,-1.37E+02,29.937,3.41E+01
147,9,-1.23E+02,-1.23E+02,210.695,-1.37E+02,227.802,2.44E+01
150,9,-1.28E+02,-1.28E+02,226.414,-1.43E+02,207.625,2.46E+01
153,9,-1.22E+02,-1.22E+02,27.771,-1.40E+02,31.921,4.00E+01
156,9,-1.29E+02,-1.29E+02,196.734,-1.50E+02,127.28,2.15E+01
159,9,-1.21E+02,-1.21E+02,10.249,-1.37E+02,4.694,3.64E+01
162,9,-1.27E+02,-1.27E+02,52.598,-1.42E+02,32.987,2.47E+01
165,9,-1.21E+02,-1.21E+02,227.139,-1.37E+02,225.564,4.00E+01
168,9,-1.23E+02,-1.23E+02,44.114,-1.41E+02,37.397,3.67E+01
171,9,-1.20E+02,-1.20E+02,203.428,-1.36E+02,198.239,3.74E+01
174,9,-1.25E+02,-1.25E+02,220.168,-1.40E+02,221.855,4.00E+01
177,9,-1.25E+02,-1.25E+02,69.861,-1.41E+02,70.2,4.00E+01
180,9,-1.14E+02,-1.14E+02,207.39,-1.30E+02,207.386,4.00E+01
0,12,-7.46E+01,-7.48E+01,93.042,-8.83E+01,273.042,4.00E+01
3,12,-8.94E+01,-8.96E+01,283.556,-1.03E+02,103.376,4.00E+01
6,12,-9.50E+01,-9.52E+01,177.224,-1.09E+02,357.13,4.00E+01
9,12,-1.01E+02,-1.01E+02,137.269,-1.15E+02,317.899,4.00E+01
12,12,-9.75E+01,-9.76E+01,10.691,-1.11E+02,191.843,4.00E+01
15,12,-9.83E+01,-9.85E+01,207.144,-1.12E+02,28.773,4.00E+01
18,12,-1.01E+02,-1.01E+02,30.845,-1.15E+02,212.449,4.00E+01
21,12,-1.03E+02,-1.03E+02,202.772,-1.17E+02,22.844,4.00E+01
24,12,-1.04E+02,-1.04E+02,8.321,-1.18E+02,186.245,4.00E+01
27,12,-1.04E+02,-1.04E+02,175.056,-1.17E+02,352.8,4.00E+01
30,12,-1.04E+02,-1.05E+02,343.205,-1.17E+02,162.236,4.00E+01
33,12,-1.06E+02,-1.06E+02,149.297,-1.18E+02,330.752,4.00E+01
36,12,-1.08E+02,-1.08E+02,309.586,-1.21E+02,135.028,3.35E+01
39,12,-1.11E+02,-1.11E+02,99.742,-1.24E+02,289.289,2.92E+01
42,12,-1.13E+02,-1.13E+02,237.663,-1.27E+02,62.589,3.61E+01
45,12,-1.14E+02,-1.14E+02,17.977,-1.28E+02,192.964,3.52E+01
48,12,-1.14E+02,-1.14E+02,159.258,-1.26E+02,336.239,3.81E+01
51,12,-1.14E+02,-1.15E+02,303.936,-1.26E+02,128.394,3.41E+01
54,12,-1.15E+02,-1.16E+02,94.288,-1.27E+02,285.088,2.62E+01
57,12,-1.17E+02,-1.17E+02,249.524,-1.28E+02,85.594,2.26E+01
60,12,-1.21E+02,-1.22E+02,41.251,-1.32E+02,247.412,1.79E+01
63,12,-1.28E+02,-1.28E+02,164.074,-1.39E+02,42.787,1.30E+01
66,12,-1.27E+02,-1.27E+02,277.188,-1.47E+02,102.354,4.00E+01
69,12,-1.26E+02,-1.26E+02,71.459,-1.39E+02,231.212,2.20E+01
72,12,-1.30E+02,-1.30E+02,238.31,-1.37E+02,30.322,1.46E+01
75,12,-1.36E+02,-1.41E+02,37.562,-1.38E+02,188.362,1.22E+01
78,12,-1.37E+02,-1.43E+02,133.667,-1.39E+02,342.662,1.30E+01
81,12,-1.34E+02,-1.36E+02,330.025,-1.38E+02,142.473,2.38E+01
84,12,-1.30E+02,-1.32E+02,161.308,-1.36E+02,309.292,1.23E+01
87,12,-1.29E+02,-1.30E+02,336.382,-1.35E+02,118.709,1.10E+01
90,12,-1.30E+02,-1.32E+02,131.635,-1.35E+02,287.294,1.37E+01
93,12,-1.31E+02,-1.34E+02,255.824,-1.34E+02,93.536,1.62E+01
96,12,-1.30E+02,-1.33E+02,26.501,-1.33E+02,259.634,6.03E+00
99,12,-1.31E+02,-1.35E+02,149.244,-1.33E+02,69.822,2.74E+00
102,12,-1.30E+02,-1.31E+02,248.602,-1.35E+02,248.763,4.00E+01
105,12,-1.26E+02,-1.26E+02,37.574,-1.42E+02,99.507,1.66E+01
108,12,-1.25E+02,-1.25E+02,196.332,-1.37E+02,19.42,3.81E+01
111,12,-1.25E+02,-1.27E+02,342.566,-1.31E+02,227.507,6.08E+00
114,12,-1.24E+02,-1.26E+02,116.169,-1.28E+02,69.293,7.75E+00
117,12,-1.22E+02,-1.23E+02,266.375,-1.28E+02,271.76,2.76E+01
120,12,-1.22E+02,-1.23E+02,69.004,-1.30E+02,112.144,1.07E+01
123,12,-1.27E+02,-1.27E+02,217.667,-1.39E+02,328.549,1.18E+01
126,12,-1.29E+02,-1.30E+02,296.614,-1.36E+02,265.721,1.39E+01
129,12,-1.24E+02,-1.24E+02,66.183,-1.36E+02,85.817,2.24E+01
132,12,-1.25E+02,-1.25E+02,212.577,-1.41E+02,173.585,2.04E+01
135,12,-1.33E+02,-1.34E+02,336.481,-1.39E+02,315.381,1.61E+01
138,12,-1.30E+02,-1.30E+02,16.111,-1.46E+02,329.405,1.88E+01
141,12,-1.27E+02,-1.28E+02,199.114,-1.38E+02,167.793,1.69E+01
144,12,-1.25E+02,-1.25E+02,49.564,-1.35E+02,48.297,4.00E+01
147,12,-1.28E+02,-1.28E+02,202.498,-1.40E+02,237.502,1.69E+01
150,12,-1.26E+02,-1.27E+02,226.173,-1.39E+02,221.953,3.54E+01
153,12,-1.22E+02,-1.22E+02,19.422,-1.38E+02,14.763,3.81E+01
156,12,-1.31E+02,-1.31E+02,201.524,-1.48E+02,139.499,1.79E+01
159,12,-1.24E+02,-1.24E+02,4.179,-1.37E+02,1.797,4.00E+01
162,12,-1.25E+02,-1.25E+02,47.904,-1.38E+02,35.616,2.66E+01
165,12,-1.21E+02,-1.21E+02,221.155,-1.34E+02,219.71,4.00E+01
168,12,-1.23E+02,-1.24E+02,44.117,-1.39E+02,37.074,3.40E+01
171,12,-1.21E+02,-1.21E+02,200.21,-1.35E+02,194.834,3.47E+01
174,12,-1.24E+02,-1.24E+02,220.227,-1.37E+02,221.535,4.00E+01
177,12,-1.24E+02,-1.25E+02,69.176,-1.38E+02,69.499,4.00E+01
180,12,-1.14E+02,-1.14E+02,207.39,-1.28E+02,207.387,4.00E+01
0,15,-7.46E+01,-7.49E+01,93.042,-8.64E+01,273.042,4.00E+01
3,15,-8.99E+01,-9.02E+01,284.155,-1.02E+02,103.918,4.00E+01
6,15,-9.53E+01,-9.56E+01,182.175,-1.07E+02,2.098,4.00E+01
9,15,-1.00E+02,-1.01E+02,143.521,-1.12E+02,324.478,4.00E+01
12,15,-9.69E+01,-9.72E+01,17.446,-1.09E+02,198.672,4.00E+01
15,15,-9.77E+01,-9.80E+01,217.174,-1.10E+02,39.075,4.00E+01
18,15,-1.00E+02,-1.01E+02,45.471,-1.12E+02,227.936,3.96E+01
21,15,-1.03E+02,-1.04E+02,222.472,-1.15E+02,44.474,4.00E+01
24,15,-1.05E+02,-1.05E+02,28.926,-1.17E+02,208.105,4.00E+01
27,15,-1.05E+02,-1.06E+02,192.244,-1.17E+02,9.297,3.78E+01
30,15,-1.05E+02,-1.06E+02,357.949,-1.17E+02,175.176,3.79E+01
33,15,-1.06E+02,-1.06E+02,163.822,-1.17E+02,342.905,4.00E+01
36,15,-1.07E+02,-1.08E+02,327.841,-1.18E+02,150.259,3.86E+01
39,15,-1.10E+02,-1.10E+02,127.232,-1.21E+02,314.22,2.94E+01
42,15,-1.13E+02,-1.13E+02,274.999,-1.24E+02,107.157,2.54E+01
